Timestamp,Type,ID,BER,OSNR,InputPower,OutputPower
1623394654,Infrastructure,Ampli3,,,-16.7,0.8
1623394657,Devices,SPO1/18/11,2.13E-08,38.6,,
1623394657,Devices,SPO2/18/11,8.54E-07,23.3,,
1623394657,Infrastructure,Ampli3,,,-16.7,0.8
1623394657,Infrastructure,Ampli1,,,-23,0.7
1623394657,Infrastructure,Ampli2,,,-15.5,0.4
1623394657,Infrastructure,Ampli4,,,-22.9,0.7
1623394660,Infrastructure,Ampli1,,,-23,0.7
1623394660,Infrastructure,Ampli2,,,-15.5,0.4
1623394660,Devices,SPO1/18/11,2.16E-08,38.6,,
1623394660,Infrastructure,Ampli4,,,-22.9,0.7
1623394663,Infrastructure,Ampli1,,,-23,0.7
1623394664,Infrastructure,Ampli2,,,-15.5,0.4
1623394664,Infrastructure,Ampli4,,,-22.9,0.7
1623394660,Devices,SPO2/18/11,8.55E-07,23.5,,
1623394660,Infrastructure,Ampli3,,,-16.7,0.8
1623394663,Devices,SPO1/18/11,2.22E-08,38.6,,
1623394663,Devices,SPO2/18/11,8.53E-07,23.4,,
1623394663,Infrastructure,Ampli3,,,-16.7,0.8
1623394667,Devices,SPO1/18/11,2.24E-08,38.5,,
1623394667,Infrastructure,Ampli1,,,-23,0.7
1623394667,Infrastructure,Ampli2,,,-15.5,0.4
1623394667,Infrastructure,Ampli4,,,-22.9,0.7
1623394670,Infrastructure,Ampli1,,,-23,0.7
1623394670,Infrastructure,Ampli2,,,-15.5,0.4
1623394670,Infrastructure,Ampli4,,,-22.9,0.7
1623394667,Devices,SPO2/18/11,8.58E-07,23.4,,
1623394667,Infrastructure,Ampli3,,,-16.7,0.8
1623394670,Devices,SPO1/18/11,2.14E-08,38.5,,
1623394670,Devices,SPO2/18/11,8.58E-07,23.5,,
1623394670,Infrastructure,Ampli3,,,-16.7,0.8
1623394673,Infrastructure,Ampli1,,,-23,0.7
1623394673,Devices,SPO1/18/11,2.11E-08,38.6,,
1623394673,Devices,SPO2/18/11,8.54E-07,23.5,,
1623394673,Infrastructure,Ampli3,,,-16.7,0.8
1623394673,Infrastructure,Ampli4,,,-22.9,0.7
1623394673,Infrastructure,Ampli2,,,-15.5,0.4
1623394676,Infrastructure,Ampli1,,,-23,0.7
1623394676,Infrastructure,Ampli2,,,-15.5,0.4
1623394676,Devices,SPO1/18/11,2.17E-08,37.3,,
1623394676,Devices,SPO2/18/11,8.53E-07,23.5,,
1623394676,Infrastructure,Ampli4,,,-22.9,0.7
1623394679,Infrastructure,Ampli1,,,-23,0.7
1623394680,Infrastructure,Ampli2,,,-15.5,0.4
1623394680,Infrastructure,Ampli4,,,-22.9,0.7
1623394676,Infrastructure,Ampli3,,,-16.7,0.8
1623394679,Devices,SPO1/18/11,2.08E-08,38.6,,
1623394679,Devices,SPO2/18/11,8.59E-07,23.5,,
1623394679,Infrastructure,Ampli3,,,-16.7,0.8
1623394683,Devices,SPO2/18/11,8.55E-07,23.5,,
1623394683,Devices,SPO1/18/11,2.17E-08,38.6,,
1623394683,Infrastructure,Ampli1,,,-23,0.7
1623394683,Infrastructure,Ampli4,,,-22.9,0.7
1623394683,Infrastructure,Ampli2,,,-15.5,0.4
1623394683,Infrastructure,Ampli3,,,-16.7,0.8
1623394686,Devices,SPO2/18/11,8.46E-07,23.4,,
1623394686,Devices,SPO1/18/11,2.25E-08,38.6,,
1623394686,Infrastructure,Ampli1,,,-23,0.7
1623394686,Infrastructure,Ampli3,,,-16.7,0.8
1623394689,Devices,SPO2/18/11,8.48E-07,23.4,,
1623394689,Devices,SPO1/18/11,2.19E-08,38.6,,
1623394689,Infrastructure,Ampli3,,,-16.7,0.8
1623394686,Infrastructure,Ampli4,,,-22.9,0.7
1623394686,Infrastructure,Ampli2,,,-15.5,0.4
1623394689,Infrastructure,Ampli1,,,-23,0.7
1623394689,Infrastructure,Ampli2,,,-15.5,0.4
1623394689,Infrastructure,Ampli4,,,-22.9,0.7
1623394692,Infrastructure,Ampli1,,,-23,0.7
1623394692,Devices,SPO1/18/11,2.15E-08,37.6,,
1623394692,Devices,SPO2/18/11,8.54E-07,23.4,,
1623394692,Infrastructure,Ampli4,,,-22.9,0.7
1623394692,Infrastructure,Ampli2,,,-15.5,0.4
1623394692,Infrastructure,Ampli3,,,-16.7,0.8
1623394696,Infrastructure,Ampli1,,,-23,0.7
1623394696,Devices,SPO2/18/11,8.47E-07,23.5,,
1623394696,Infrastructure,Ampli4,,,-22.9,0.7
1623394696,Infrastructure,Ampli2,,,-15.5,0.4
1623394699,Infrastructure,Ampli1,,,-23,0.7
1623394699,Infrastructure,Ampli4,,,-22.9,0.7
1623394699,Infrastructure,Ampli2,,,-15.5,0.4
1623394696,Devices,SPO1/18/11,2.11E-08,37.8,,
1623394696,Infrastructure,Ampli3,,,-16.7,0.8
1623394699,Devices,SPO2/18/11,8.48E-07,23.4,,
1623394699,Devices,SPO1/18/11,2.13E-08,38.6,,
1623394699,Infrastructure,Ampli3,,,-16.7,0.8
1623394702,Infrastructure,Ampli1,,,-23,0.7
1623394702,Devices,SPO2/18/11,8.48E-07,23.3,,
1623394702,Infrastructure,Ampli4,,,-22.9,0.7
1623394702,Infrastructure,Ampli2,,,-15.5,0.4
1623394702,Devices,SPO1/18/11,2.24E-08,38.6,,
1623394702,Infrastructure,Ampli3,,,-16.7,0.8
1623394705,Infrastructure,Ampli1,,,-23,0.7
1623394705,Infrastructure,Ampli4,,,-22.9,0.7
1623394705,Devices,SPO1/18/11,2.20E-08,38.6,,
1623394705,Infrastructure,Ampli2,,,-15.5,0.4
1623394708,Infrastructure,Ampli1,,,-23,0.7
1623394709,Infrastructure,Ampli4,,,-22.9,0.7
1623394709,Infrastructure,Ampli2,,,-15.5,0.4
1623394705,Devices,SPO2/18/11,8.49E-07,23.7,,
1623394705,Infrastructure,Ampli3,,,-16.7,0.8
1623394708,Devices,SPO1/18/11,2.24E-08,38.5,,
1623394708,Devices,SPO2/18/11,8.46E-07,23.5,,
1623394708,Infrastructure,Ampli3,,,-16.7,0.8
1623394712,Infrastructure,Ampli1,,,-23,0.7
1623394712,Infrastructure,Ampli2,,,-15.5,0.4
1623394712,Devices,SPO2/18/11,8.34E-07,23.5,,
1623394712,Devices,SPO1/18/11,2.18E-08,38.6,,
1623394712,Infrastructure,Ampli3,,,-16.7,0.8
1623394715,Devices,SPO1/18/11,2.19E-08,37.3,,
1623394715,Devices,SPO2/18/11,8.36E-07,23.5,,
1623394715,Infrastructure,Ampli3,,,-16.7,0.8
1623394712,Infrastructure,Ampli4,,,-22.9,0.7
1623394715,Infrastructure,Ampli1,,,-23,0.7
1623394715,Infrastructure,Ampli2,,,-15.5,0.4
1623394715,Infrastructure,Ampli4,,,-22.9,0.7
1623394718,Infrastructure,Ampli1,,,-23,0.7
1623394718,Infrastructure,Ampli2,,,-15.5,0.4
1623394718,Devices,SPO1/18/11,2.22E-08,38.6,,
1623394718,Devices,SPO2/18/11,8.39E-07,23.4,,
1623394718,Infrastructure,Ampli3,,,-16.7,0.8
1623394718,Infrastructure,Ampli4,,,-22.9,0.7
1623394721,Devices,SPO2/18/11,8.28E-07,23.3,,
1623394721,Devices,SPO1/18/11,2.30E-08,37.3,,
1623394721,Infrastructure,Ampli1,,,-23,0.7
1623394721,Infrastructure,Ampli2,,,-15.5,0.4
1623394721,Infrastructure,Ampli3,,,-16.7,0.8
1623394724,Devices,SPO2/18/11,8.25E-07,23.6,,
1623394724,Devices,SPO1/18/11,2.21E-08,38.6,,
1623394725,Infrastructure,Ampli3,,,-16.7,0.8
1623394721,Infrastructure,Ampli4,,,-22.9,0.7
1623394725,Infrastructure,Ampli1,,,-23,0.7
1623394725,Infrastructure,Ampli4,,,-22.9,0.7
1623394725,Infrastructure,Ampli2,,,-15.5,0.4
1623394728,Devices,SPO2/18/11,8.24E-07,23.5,,
1623394728,Infrastructure,Ampli1,,,-23,0.7
1623394728,Devices,SPO1/18/11,1.67E-08,38.6,,
1623394728,Infrastructure,Ampli3,,,-16.7,0.8
1623394728,Infrastructure,Ampli4,,,-22.9,0.7
1623394728,Infrastructure,Ampli2,,,-15.5,0.4
1623394731,Infrastructure,Ampli1,,,-23,0.7
1623394731,Infrastructure,Ampli4,,,-22.9,0.7
1623394731,Devices,SPO2/18/11,8.27E-07,23.5,,
1623394731,Devices,SPO1/18/11,2.22E-08,38.6,,
1623394731,Infrastructure,Ampli3,,,-16.7,0.8
1623394734,Devices,SPO1/18/11,2.13E-08,38.5,,
1623394734,Devices,SPO2/18/11,8.23E-07,23.5,,
1623394734,Infrastructure,Ampli3,,,-16.7,0.8
1623394731,Infrastructure,Ampli2,,,-15.5,0.4
1623394734,Infrastructure,Ampli1,,,-23,0.7
1623394734,Infrastructure,Ampli4,,,-22.9,0.7
1623394734,Infrastructure,Ampli2,,,-15.5,0.4
1623394737,Devices,SPO2/18/11,8.26E-07,23.3,,
1623394737,Infrastructure,Ampli1,,,-23,0.7
1623394737,Devices,SPO1/18/11,2.26E-08,38.6,,
1623394737,Infrastructure,Ampli3,,,-16.7,0.8
1623394737,Infrastructure,Ampli4,,,-22.9,0.7
1623394737,Infrastructure,Ampli2,,,-15.5,0.4
1623394741,Infrastructure,Ampli1,,,-23,0.7
1623394741,Infrastructure,Ampli4,,,-22.9,0.7
1623394741,Devices,SPO2/18/11,8.32E-07,23.5,,
1623394741,Devices,SPO1/18/11,2.29E-08,38.6,,
1623394741,Infrastructure,Ampli3,,,-16.7,0.8
1623394744,Devices,SPO2/18/11,8.34E-07,23.5,,
1623394744,Devices,SPO1/18/11,2.28E-08,36.6,,
1623394744,Infrastructure,Ampli3,,,-16.7,0.8
1623394741,Infrastructure,Ampli2,,,-15.5,0.4
1623394744,Infrastructure,Ampli1,,,-23,0.7
1623394744,Infrastructure,Ampli4,,,-22.9,0.7
1623394744,Infrastructure,Ampli2,,,-15.5,0.4
1623394747,Infrastructure,Ampli1,,,-23,0.7
1623394747,Infrastructure,Ampli4,,,-22.9,0.7
1623394747,Devices,SPO1/18/11,2.24E-08,38.6,,
1623394747,Infrastructure,Ampli2,,,-15.5,0.4
1623394747,Devices,SPO2/18/11,8.37E-07,23.6,,
1623394747,Infrastructure,Ampli3,,,-16.7,0.8
1623394750,Devices,SPO1/18/11,2.24E-08,38.5,,
1623394750,Devices,SPO2/18/11,8.34E-07,23.6,,
1623394750,Infrastructure,Ampli3,,,-16.7,0.8
1623394753,Devices,SPO2/18/11,8.41E-07,23.2,,
1623394750,Infrastructure,Ampli1,,,-23,0.7
1623394753,Devices,SPO1/18/11,2.23E-08,37.8,,
1623394753,Infrastructure,Ampli3,,,-16.7,0.8
1623394750,Infrastructure,Ampli4,,,-22.9,0.7
1623394750,Infrastructure,Ampli2,,,-15.5,0.4
1623394753,Infrastructure,Ampli1,,,-23,0.7
1623394754,Infrastructure,Ampli4,,,-22.9,0.7
1623394754,Infrastructure,Ampli2,,,-15.5,0.4
1623394757,Infrastructure,Ampli1,,,-23,0.7
1623394757,Infrastructure,Ampli4,,,-22.9,0.7
1623394757,Devices,SPO2/18/11,8.39E-07,23.5,,
1623394757,Infrastructure,Ampli2,,,-15.5,0.4
1623394760,Infrastructure,Ampli1,,,-23,0.7
1623394760,Infrastructure,Ampli2,,,-15.5,0.4
1623394760,Infrastructure,Ampli4,,,-22.9,0.7
1623394757,Devices,SPO1/18/11,2.20E-08,38.4,,
1623394757,Infrastructure,Ampli3,,,-16.7,0.8
1623394760,Devices,SPO1/18/11,2.20E-08,38.6,,
1623394760,Devices,SPO2/18/11,8.38E-07,23.4,,
1623394760,Infrastructure,Ampli3,,,-16.7,0.8
1623394763,Infrastructure,Ampli1,,,-23,0.7
1623394763,Devices,SPO1/18/11,2.22E-08,38.6,,
1623394763,Devices,SPO2/18/11,6.28E-07,23.4,,
1623394763,Infrastructure,Ampli2,,,-15.5,0.4
1623394763,Infrastructure,Ampli4,,,-22.9,0.7
1623394763,Infrastructure,Ampli3,,,-16.7,0.8
1623394766,Devices,SPO1/18/11,2.21E-08,38.5,,
1623394766,Devices,SPO2/18/11,8.35E-07,23.4,,
1623394766,Infrastructure,Ampli1,,,-23,0.7
1623394766,Infrastructure,Ampli4,,,-22.9,0.7
1623394766,Infrastructure,Ampli2,,,-15.5,0.4
1623394769,Infrastructure,Ampli1,,,-23,0.7
1623394770,Infrastructure,Ampli2,,,-15.5,0.4
1623394770,Infrastructure,Ampli4,,,-22.9,0.7
1623394766,Infrastructure,Ampli3,,,-16.7,0.8
1623394769,Devices,SPO1/18/11,2.25E-08,38,,
1623394769,Devices,SPO2/18/11,8.39E-07,23.4,,
1623394769,Infrastructure,Ampli3,,,-16.7,0.8
1623394773,Devices,SPO1/18/11,2.27E-08,38.6,,
1623394773,Infrastructure,Ampli1,,,-23,0.7
1623394773,Infrastructure,Ampli2,,,-15.5,0.4
1623394773,Devices,SPO2/18/11,8.30E-07,23.6,,
1623394773,Infrastructure,Ampli3,,,-16.7,0.8
1623394773,Infrastructure,Ampli4,,,-22.9,0.7
1623394776,Devices,SPO2/18/11,8.31E-07,23.5,,
1623394776,Infrastructure,Ampli1,,,-23,0.7
1623394776,Infrastructure,Ampli2,,,-15.5,0.4
1623394776,Devices,SPO1/18/11,2.14E-08,38.6,,
1623394776,Infrastructure,Ampli3,,,-16.7,0.8
1623394779,Devices,SPO1/18/11,2.26E-08,38.6,,
1623394779,Devices,SPO2/18/11,8.31E-07,23.5,,
1623394779,Infrastructure,Ampli3,,,-16.7,0.8
1623394776,Infrastructure,Ampli4,,,-22.9,0.7
1623394779,Infrastructure,Ampli1,,,-23,0.7
1623394779,Infrastructure,Ampli2,,,-15.5,0.4
1623394779,Infrastructure,Ampli4,,,-22.9,0.7
1623394782,Devices,SPO1/18/11,2.20E-08,38.6,,
1623394782,Infrastructure,Ampli1,,,-23,0.7
1623394782,Infrastructure,Ampli4,,,-22.9,0.7
1623394782,Infrastructure,Ampli2,,,-15.5,0.4
1623394782,Devices,SPO2/18/11,8.29E-07,23.4,,
1623394782,Infrastructure,Ampli3,,,-16.7,0.8
1623394786,Infrastructure,Ampli1,,,-23,0.7
1623394786,Infrastructure,Ampli4,,,-22.9,0.7
1623394786,Devices,SPO2/18/11,8.25E-07,23.6,,
1623394786,Devices,SPO1/18/11,2.27E-08,38.5,,
1623394786,Infrastructure,Ampli3,,,-16.7,0.8
1623394789,Devices,SPO2/18/11,8.33E-07,23.5,,
1623394789,Devices,SPO1/18/11,2.14E-08,38.5,,
1623394789,Infrastructure,Ampli3,,,-16.7,0.8
1623394786,Infrastructure,Ampli2,,,-15.5,0.4
1623394789,Infrastructure,Ampli1,,,-23,0.7
1623394789,Infrastructure,Ampli2,,,-15.5,0.4
1623394789,Infrastructure,Ampli4,,,-22.9,0.7
1623394792,Devices,SPO2/18/11,8.30E-07,23.5,,
1623394792,Devices,SPO1/18/11,2.12E-08,38.6,,
1623394792,Infrastructure,Ampli1,,,-23,0.7
1623394792,Infrastructure,Ampli2,,,-15.5,0.4
1623394792,Infrastructure,Ampli4,,,-22.9,0.7
1623394795,Infrastructure,Ampli1,,,-23,0.7
1623394795,Infrastructure,Ampli2,,,-15.5,0.4
1623394795,Infrastructure,Ampli4,,,-22.9,0.7
1623394792,Infrastructure,Ampli3,,,-16.7,0.8
1623394795,Devices,SPO1/18/11,2.21E-08,38.6,,
1623394795,Devices,SPO2/18/11,8.22E-07,23.5,,
1623394795,Infrastructure,Ampli3,,,-16.7,0.8
1623394798,Infrastructure,Ampli1,,,-23,0.7
1623394798,Devices,SPO1/18/11,2.05E-08,37.7,,
1623394798,Devices,SPO2/18/11,8.30E-07,23.4,,
1623394798,Infrastructure,Ampli3,,,-16.7,0.8
1623394798,Infrastructure,Ampli2,,,-15.5,0.4
1623394798,Infrastructure,Ampli4,,,-22.9,0.7
1623394802,Devices,SPO1/18/11,2.12E-08,37,,
1623394802,Infrastructure,Ampli1,,,-23,0.7
1623394802,Infrastructure,Ampli2,,,-15.5,0.4
1623394802,Infrastructure,Ampli4,,,-22.9,0.7
1623394805,Infrastructure,Ampli1,,,-23,0.7
1623394805,Infrastructure,Ampli2,,,-15.5,0.4
1623394805,Infrastructure,Ampli4,,,-22.9,0.7
1623394802,Devices,SPO2/18/11,8.23E-07,23.5,,
1623394802,Infrastructure,Ampli3,,,-16.7,0.8
1623394805,Devices,SPO2/18/11,8.26E-07,23.3,,
1623394805,Devices,SPO1/18/11,2.19E-08,38.6,,
1623394805,Infrastructure,Ampli3,,,-16.7,0.8
1623394808,Infrastructure,Ampli1,,,-23,0.7
1623394808,Infrastructure,Ampli2,,,-15.5,0.4
1623394808,Devices,SPO1/18/11,2.14E-08,38.6,,
1623394808,Devices,SPO2/18/11,8.26E-07,23.5,,
1623394808,Infrastructure,Ampli4,,,-22.9,0.7
1623394808,Infrastructure,Ampli3,,,-16.7,0.8
1623394811,Devices,SPO1/18/11,2.20E-08,38,,
1623394811,Devices,SPO2/18/11,8.22E-07,23.3,,
1623394811,Infrastructure,Ampli3,,,-16.7,0.8
1623394814,Devices,SPO2/18/11,8.33E-07,23.7,,
1623394814,Devices,SPO1/18/11,2.31E-08,38.6,,
1623394814,Infrastructure,Ampli3,,,-16.7,0.8
1623394811,Infrastructure,Ampli1,,,-23,0.7
1623394811,Infrastructure,Ampli4,,,-22.9,0.7
1623394811,Infrastructure,Ampli2,,,-15.5,0.4
1623394814,Infrastructure,Ampli1,,,-23,0.7
1623394815,Infrastructure,Ampli4,,,-22.9,0.7
1623394815,Infrastructure,Ampli2,,,-15.5,0.4
1623394818,Infrastructure,Ampli1,,,-23,0.7
1623394818,Devices,SPO2/18/11,8.35E-07,23.4,,
1623394818,Devices,SPO1/18/11,2.24E-08,37.8,,
1623394818,Infrastructure,Ampli3,,,-16.7,0.8
1623394818,Infrastructure,Ampli2,,,-15.5,0.4
1623394818,Infrastructure,Ampli4,,,-22.9,0.7
1623394821,Devices,SPO1/18/11,2.18E-08,38.6,,
1623394821,Infrastructure,Ampli1,,,-23,0.7
1623394821,Devices,SPO2/18/11,8.30E-07,23.6,,
1623394821,Infrastructure,Ampli3,,,-16.7,0.8
1623394824,Devices,SPO1/18/11,2.28E-08,38.1,,
1623394824,Devices,SPO2/18/11,8.35E-07,23.4,,
1623394824,Infrastructure,Ampli3,,,-16.7,0.8
1623394821,Infrastructure,Ampli2,,,-15.5,0.4
1623394821,Infrastructure,Ampli4,,,-22.9,0.7
1623394824,Infrastructure,Ampli1,,,-23,0.7
1623394824,Infrastructure,Ampli2,,,-15.5,0.4
1623394824,Infrastructure,Ampli4,,,-22.9,0.7
1623394827,Devices,SPO1/18/11,2.29E-08,38.6,,
1623394827,Devices,SPO2/18/11,8.31E-07,23.6,,
1623394827,Infrastructure,Ampli1,,,-23,0.7
1623394827,Infrastructure,Ampli4,,,-22.9,0.7
1623394827,Infrastructure,Ampli3,,,-16.7,0.8
1623394827,Infrastructure,Ampli2,,,-15.5,0.4
1623394831,Infrastructure,Ampli1,,,-23,0.7
1623394831,Infrastructure,Ampli4,,,-22.9,0.7
1623394830,Devices,SPO2/18/11,8.35E-07,23.4,,
1623394831,Infrastructure,Ampli2,,,-15.5,0.4
1623394834,Infrastructure,Ampli1,,,-23,0.7
1623394834,Infrastructure,Ampli4,,,-22.9,0.7
1623394834,Infrastructure,Ampli2,,,-15.5,0.4
1623394830,Devices,SPO1/18/11,2.20E-08,38.6,,
1623394831,Infrastructure,Ampli3,,,-16.7,0.8
1623394834,Devices,SPO1/18/11,1.66E-08,38.2,,
1623394834,Devices,SPO2/18/11,8.33E-07,23.4,,
1623394834,Infrastructure,Ampli3,,,-16.7,0.8
1623394837,Devices,SPO1/18/11,2.26E-08,38.6,,
1623394837,Infrastructure,Ampli1,,,-23,0.7
1623394837,Devices,SPO2/18/11,8.39E-07,23.6,,
1623394837,Infrastructure,Ampli3,,,-16.7,0.8
1623394840,Devices,SPO1/18/11,2.19E-08,38.6,,
1623394840,Devices,SPO2/18/11,8.29E-07,23.5,,
1623394840,Infrastructure,Ampli3,,,-16.7,0.8
1623394837,Infrastructure,Ampli4,,,-22.9,0.7
1623394837,Infrastructure,Ampli2,,,-15.5,0.4
1623394840,Infrastructure,Ampli1,,,-23,0.7
1623394840,Infrastructure,Ampli4,,,-22.9,0.7
1623394840,Infrastructure,Ampli2,,,-15.5,0.4
1623394843,Devices,SPO1/18/11,2.29E-08,38.6,,
1623394843,Devices,SPO2/18/11,8.31E-07,23.6,,
1623394843,Infrastructure,Ampli1,,,-23,0.7
1623394843,Infrastructure,Ampli3,,,-16.7,0.8
1623394843,Infrastructure,Ampli2,,,-15.5,0.4
1623394843,Infrastructure,Ampli4,,,-22.9,0.7
1623394847,Infrastructure,Ampli1,,,-23,0.7
1623394847,Infrastructure,Ampli4,,,-22.9,0.7
1623394847,Devices,SPO1/18/11,2.11E-08,38.6,,
1623394847,Devices,SPO2/18/11,8.38E-07,23.5,,
1623394847,Infrastructure,Ampli2,,,-15.5,0.4
1623394850,Infrastructure,Ampli1,,,-23,0.7
1623394850,Infrastructure,Ampli4,,,-22.9,0.7
1623394850,Infrastructure,Ampli2,,,-15.5,0.4
1623394847,Infrastructure,Ampli3,,,-16.7,0.8
1623394850,Devices,SPO2/18/11,8.33E-07,23.6,,
1623394850,Devices,SPO1/18/11,2.13E-08,38.6,,
1623394850,Infrastructure,Ampli3,,,-16.7,0.8
1623394853,Infrastructure,Ampli1,,,-23,0.7
1623394853,Devices,SPO2/18/11,8.33E-07,23.5,,
1623394853,Devices,SPO1/18/11,2.18E-08,38.5,,
1623394853,Infrastructure,Ampli3,,,-16.7,0.8
1623394853,Infrastructure,Ampli4,,,-22.9,0.7
1623394853,Infrastructure,Ampli2,,,-15.5,0.4
1623394856,Devices,SPO1/18/11,2.18E-08,38.6,,
1623394856,Infrastructure,Ampli1,,,-23,0.7
1623394856,Infrastructure,Ampli2,,,-15.5,0.4
1623394856,Infrastructure,Ampli4,,,-22.9,0.7
1623394859,Infrastructure,Ampli1,,,-23,0.7
1623394859,Infrastructure,Ampli2,,,-15.5,0.4
1623394859,Infrastructure,Ampli4,,,-22.9,0.7
1623394856,Devices,SPO2/18/11,8.31E-07,23.4,,
1623394856,Infrastructure,Ampli3,,,-16.7,0.8
1623394859,Devices,SPO2/18/11,8.35E-07,23.5,,
1623394859,Devices,SPO1/18/11,2.21E-08,38.6,,
1623394859,Infrastructure,Ampli3,,,-16.7,0.8
1623394863,Infrastructure,Ampli1,,,-23,0.7
1623394863,Devices,SPO1/18/11,2.29E-08,38.5,,
1623394863,Infrastructure,Ampli4,,,-22.9,0.7
1623394863,Infrastructure,Ampli2,,,-15.5,0.4
1623394863,Devices,SPO2/18/11,8.29E-07,23.6,,
1623394863,Infrastructure,Ampli3,,,-16.7,0.8
1623394866,Devices,SPO2/18/11,8.34E-07,23.5,,
1623394866,Infrastructure,Ampli1,,,-23,0.7
1623394866,Infrastructure,Ampli2,,,-15.5,0.4
1623394866,Infrastructure,Ampli4,,,-22.9,0.7
1623394869,Infrastructure,Ampli1,,,-23,0.7
1623394869,Infrastructure,Ampli2,,,-15.5,0.4
1623394869,Infrastructure,Ampli4,,,-22.9,0.7
1623394866,Devices,SPO1/18/11,2.22E-08,38.5,,
1623394866,Infrastructure,Ampli3,,,-16.7,0.8
1623394869,Devices,SPO1/18/11,2.15E-08,38.6,,
1623394869,Devices,SPO2/18/11,6.26E-07,23.5,,
1623394869,Infrastructure,Ampli3,,,-16.7,0.8
1623394872,Infrastructure,Ampli1,,,-23,0.7
1623394872,Devices,SPO1/18/11,2.23E-08,38.6,,
1623394872,Devices,SPO2/18/11,8.40E-07,23.4,,
1623394872,Infrastructure,Ampli3,,,-16.7,0.8
1623394872,Infrastructure,Ampli2,,,-15.5,0.4
1623394872,Infrastructure,Ampli4,,,-22.9,0.7
1623394875,Infrastructure,Ampli1,,,-23,0.7
1623394876,Infrastructure,Ampli2,,,-15.5,0.4
1623394875,Devices,SPO1/18/11,2.22E-08,38,,
1623394876,Infrastructure,Ampli4,,,-22.9,0.7
1623394879,Infrastructure,Ampli1,,,-23,0.7
1623394879,Infrastructure,Ampli2,,,-15.5,0.4
1623394879,Infrastructure,Ampli4,,,-22.9,0.7
1623394875,Devices,SPO2/18/11,8.40E-07,23.4,,
1623394876,Infrastructure,Ampli3,,,-16.7,0.8
1623394879,Devices,SPO1/18/11,2.25E-08,38.5,,
1623394879,Devices,SPO2/18/11,8.41E-07,23.6,,
1623394879,Infrastructure,Ampli3,,,-16.7,0.8
1623394882,Infrastructure,Ampli1,,,-23,0.7
1623394882,Infrastructure,Ampli2,,,-15.5,0.4
1623394882,Devices,SPO1/18/11,2.31E-08,38.6,,
1623394882,Devices,SPO2/18/11,8.34E-07,23.5,,
1623394882,Infrastructure,Ampli4,,,-22.9,0.7
1623394885,Infrastructure,Ampli1,,,-23,0.7
1623394885,Infrastructure,Ampli4,,,-22.9,0.7
1623394885,Infrastructure,Ampli2,,,-15.5,0.4
1623394882,Infrastructure,Ampli3,,,-16.7,0.8
1623394885,Devices,SPO1/18/11,2.22E-08,38.6,,
1623394885,Devices,SPO2/18/11,8.30E-07,23.5,,
1623394885,Infrastructure,Ampli3,,,-16.7,0.8
1623394888,Infrastructure,Ampli1,,,-23,0.7
