Timestamp,Type,ID,BER,OSNR,InputPower,OutputPower
1623416354,Devices,SPO2/18/11,8.299e-07,23.5,,
1623416354,Infrastructure,Ampli3,,,-16.7,0.8
1623416357,Infrastructure,Ampli1,,,-23.0,0.7
1623416357,Infrastructure,Ampli2,,,-15.5,0.4
1623416357,Devices,SPO1/18/11,2.39e-08,38.5,,
1623416357,Devices,SPO2/18/11,8.241e-07,23.4,,
1623416357,Infrastructure,Ampli3,,,-16.7,0.8
1623416357,Infrastructure,Ampli4,,,-22.9,0.7
1623416360,Devices,SPO1/18/11,2.39e-08,38.6,,
1623416360,Infrastructure,Ampli1,,,-23.0,0.7
1623416360,Devices,SPO2/18/11,8.337e-07,23.6,,
1623416360,Infrastructure,Ampli3,,,-16.7,0.8
1623416363,Devices,SPO2/18/11,8.291e-07,23.4,,
1623416363,Devices,SPO1/18/11,2.38e-08,38.6,,
1623416363,Infrastructure,Ampli3,,,-16.7,0.8
1623416360,Infrastructure,Ampli2,,,-15.5,0.4
1623416360,Infrastructure,Ampli4,,,-22.9,0.7
1623416363,Infrastructure,Ampli1,,,-23.0,0.7
1623416363,Infrastructure,Ampli4,,,-22.9,0.7
1623416363,Infrastructure,Ampli2,,,-15.5,0.4
1623416367,Infrastructure,Ampli1,,,-23.0,0.7
1623416367,Infrastructure,Ampli2,,,-15.5,0.4
1623416366,Devices,SPO2/18/11,8.324e-07,23.4,,
1623416366,Devices,SPO1/18/11,2.39e-08,38.6,,
1623416367,Infrastructure,Ampli4,,,-22.9,0.7
1623416367,Infrastructure,Ampli3,,,-16.7,0.8
1623416370,Devices,SPO1/18/11,2.3e-08,38.5,,
1623416370,Devices,SPO2/18/11,8.331e-07,23.4,,
1623416370,Infrastructure,Ampli1,,,-23.0,0.7
1623416370,Infrastructure,Ampli4,,,-22.9,0.7
1623416370,Infrastructure,Ampli3,,,-16.7,0.8
1623416373,Devices,SPO1/18/11,2.3e-08,38.6,,
1623416373,Devices,SPO2/18/11,8.377e-07,23.4,,
1623416373,Infrastructure,Ampli3,,,-16.7,0.8
1623416370,Infrastructure,Ampli2,,,-15.5,0.4
1623416373,Infrastructure,Ampli1,,,-23.0,0.7
1623416373,Infrastructure,Ampli4,,,-22.9,0.7
1623416373,Infrastructure,Ampli2,,,-15.5,0.4
1623416376,Infrastructure,Ampli1,,,-23.0,0.7
1623416376,Infrastructure,Ampli4,,,-22.9,0.7
1623416376,Devices,SPO2/18/11,8.359e-07,23.5,,
1623416376,Devices,SPO1/18/11,2.32e-08,38.6,,
1623416376,Infrastructure,Ampli3,,,-16.7,0.8
1623416376,Infrastructure,Ampli2,,,-15.5,0.4
1623416379,Infrastructure,Ampli1,,,-23.0,0.7
1623416379,Infrastructure,Ampli2,,,-15.5,0.4
1623416379,Devices,SPO2/18/11,8.361e-07,23.4,,
1623416379,Infrastructure,Ampli4,,,-22.9,0.7
1623416383,Infrastructure,Ampli1,,,-23.0,0.7
1623416383,Infrastructure,Ampli2,,,-15.5,0.4
1623416383,Infrastructure,Ampli4,,,-22.9,0.7
1623416379,Devices,SPO1/18/11,2.32e-08,38.5,,
1623416379,Infrastructure,Ampli3,,,-16.7,0.8
1623416383,Devices,SPO1/18/11,2.27e-08,38.6,,
1623416383,Devices,SPO2/18/11,8.403e-07,23.5,,
1623416383,Infrastructure,Ampli3,,,-16.7,0.8
1623416386,Infrastructure,Ampli1,,,-23.0,0.7
1623416386,Devices,SPO1/18/11,2.36e-08,38.6,,
1623416386,Infrastructure,Ampli2,,,-15.5,0.4
1623416386,Infrastructure,Ampli4,,,-22.9,0.7
1623416386,Devices,SPO2/18/11,8.347e-07,23.4,,
1623416386,Infrastructure,Ampli3,,,-16.7,0.8
1623416389,Devices,SPO1/18/11,2.42e-08,38.6,,
1623416389,Devices,SPO2/18/11,8.326e-07,23.4,,
1623416389,Infrastructure,Ampli1,,,-23.0,0.7
1623416389,Infrastructure,Ampli4,,,-22.9,0.7
1623416389,Infrastructure,Ampli3,,,-16.7,0.8
1623416392,Devices,SPO2/18/11,8.32e-07,23.5,,
1623416392,Devices,SPO1/18/11,2.42e-08,37.1,,
1623416392,Infrastructure,Ampli3,,,-16.7,0.8
1623416389,Infrastructure,Ampli2,,,-15.5,0.4
1623416392,Infrastructure,Ampli1,,,-23.0,0.7
1623416392,Infrastructure,Ampli4,,,-22.9,0.7
1623416392,Infrastructure,Ampli2,,,-15.5,0.4
1623416395,Infrastructure,Ampli1,,,-23.0,0.7
1623416395,Devices,SPO2/18/11,8.306e-07,23.5,,
1623416396,Infrastructure,Ampli4,,,-22.9,0.7
1623416396,Infrastructure,Ampli2,,,-15.5,0.4
1623416399,Infrastructure,Ampli1,,,-23.0,0.7
1623416399,Infrastructure,Ampli2,,,-15.5,0.4
1623416399,Infrastructure,Ampli4,,,-22.9,0.7
1623416395,Devices,SPO1/18/11,2.49e-08,38.5,,
1623416395,Infrastructure,Ampli3,,,-16.7,0.8
1623416399,Devices,SPO1/18/11,2.37e-08,38.6,,
1623416399,Devices,SPO2/18/11,8.406e-07,23.4,,
1623416399,Infrastructure,Ampli3,,,-16.7,0.8
1623416402,Infrastructure,Ampli1,,,-32.0,0.7
1623416402,Devices,SPO1/18/11,2.32e-08,38.5,,
1623416402,Devices,SPO2/18/11,8.344e-07,23.6,,
1623416402,Infrastructure,Ampli4,,,-23.1,0.7
1623416402,Infrastructure,Ampli2,,,-15.6,0.4
1623416402,Infrastructure,Ampli3,,,-16.8,0.7
1623416405,Devices,SPO1/18/11,2.39e-08,38.5,,
1623416405,Devices,SPO2/18/11,8.312e-07,23.3,,
1623416405,Infrastructure,Ampli3,,,-16.8,0.7
1623416408,Devices,SPO1/18/11,2.34e-08,38.1,,
1623416408,Devices,SPO2/18/11,0.0017035652,15.8,,
1623416408,Infrastructure,Ampli3,,,-16.8,0.7
1623416405,Infrastructure,Ampli1,,,-31.9,0.7
1623416405,Infrastructure,Ampli4,,,-23.1,0.7
1623416405,Infrastructure,Ampli2,,,-15.6,0.4
1623416408,Infrastructure,Ampli1,,,-32.0,0.7
1623416408,Infrastructure,Ampli4,,,-23.1,0.7
1623416408,Infrastructure,Ampli2,,,-15.6,0.4
1623416411,Devices,SPO1/18/11,2.31e-08,38.6,,
1623416412,Infrastructure,Ampli1,,,-31.9,0.7
1623416411,Devices,SPO2/18/11,0.0019795899,15.7,,
1623416412,Infrastructure,Ampli3,,,-16.8,0.7
1623416412,Infrastructure,Ampli4,,,-23.1,0.7
1623416412,Infrastructure,Ampli2,,,-15.6,0.4
1623416415,Devices,SPO2/18/11,0.0019742548,15.6,,
1623416415,Infrastructure,Ampli1,,,-28.0,0.7
1623416415,Infrastructure,Ampli4,,,-23.1,0.7
1623416415,Devices,SPO1/18/11,2.36e-08,38.5,,
1623416415,Infrastructure,Ampli3,,,-16.8,0.7
1623416418,Devices,SPO2/18/11,0.0004566347,19.2,,
1623416418,Devices,SPO1/18/11,2.3e-08,38.5,,
1623416418,Infrastructure,Ampli3,,,-16.8,0.7
1623416415,Infrastructure,Ampli2,,,-15.5,0.4
1623416418,Infrastructure,Ampli1,,,-28.0,0.7
1623416418,Infrastructure,Ampli4,,,-23.1,0.7
1623416418,Infrastructure,Ampli2,,,-15.5,0.4
1623416421,Infrastructure,Ampli1,,,-28.0,0.7
1623416421,Devices,SPO1/18/11,2.42e-08,38.6,,
1623416421,Devices,SPO2/18/11,5.58295e-05,19.2,,
1623416421,Infrastructure,Ampli3,,,-16.8,0.7
1623416421,Infrastructure,Ampli4,,,-23.1,0.7
1623416421,Infrastructure,Ampli2,,,-15.5,0.4
1623416424,Devices,SPO2/18/11,5.60347e-05,19.3,,
1623416424,Infrastructure,Ampli1,,,-29.0,0.7
1623416424,Devices,SPO1/18/11,2.46e-08,38.5,,
1623416424,Infrastructure,Ampli3,,,-16.8,0.7
1623416427,Devices,SPO1/18/11,2.44e-08,38.5,,
1623416427,Devices,SPO2/18/11,8.85392e-05,19.2,,
1623416428,Infrastructure,Ampli3,,,-16.8,0.7
1623416424,Infrastructure,Ampli4,,,-23.1,0.7
1623416424,Infrastructure,Ampli2,,,-15.6,0.4
1623416428,Infrastructure,Ampli1,,,-29.0,0.7
1623416428,Infrastructure,Ampli2,,,-15.6,0.4
1623416428,Infrastructure,Ampli4,,,-23.1,0.7
1623416431,Infrastructure,Ampli1,,,-29.0,0.7
1623416431,Infrastructure,Ampli4,,,-23.1,0.7
1623416431,Infrastructure,Ampli2,,,-15.6,0.4
1623416434,Infrastructure,Ampli1,,,-33.8,0.7
1623416431,Devices,SPO1/18/11,2.41e-08,38.6,,
1623416431,Devices,SPO2/18/11,0.0001448251,18.3,,
1623416431,Infrastructure,Ampli3,,,-16.8,0.7
1623416434,Devices,SPO2/18/11,0.0001451673,18.2,,
1623416434,Devices,SPO1/18/11,2.47e-08,37.7,,
1623416434,Infrastructure,Ampli3,,,-16.8,0.7
1623416437,Devices,SPO2/18/11,0.0022229953,18.3,,
1623416434,Infrastructure,Ampli4,,,-23.1,0.7
1623416434,Infrastructure,Ampli2,,,-15.6,0.4
1623416437,Infrastructure,Ampli1,,,-33.8,0.7
1623416437,Infrastructure,Ampli4,,,-23.1,0.7
1623416437,Infrastructure,Ampli2,,,-15.6,0.4
1623416437,Devices,SPO1/18/11,1.8e-08,38.5,,
1623416437,Infrastructure,Ampli3,,,-16.8,0.7
1623416440,Infrastructure,Ampli1,,,-33.8,0.7
1623416440,Devices,SPO2/18/11,0.0078617488,13.9,,
1623416440,Devices,SPO1/18/11,2.39e-08,38.5,,
1623416440,Infrastructure,Ampli3,,,-16.8,0.7
1623416443,Devices,SPO1/18/11,2.43e-08,38.6,,
1623416443,Devices,SPO2/18/11,0.0078735911,13.9,,
1623416444,Infrastructure,Ampli3,,,-16.8,0.7
1623416440,Infrastructure,Ampli4,,,-23.1,0.7
1623416440,Infrastructure,Ampli2,,,-15.6,0.4
1623416444,Infrastructure,Ampli1,,,-25.9,0.7
1623416444,Infrastructure,Ampli4,,,-23.0,0.7
1623416444,Infrastructure,Ampli2,,,-15.5,0.4
1623416447,Infrastructure,Ampli1,,,-25.9,0.7
1623416447,Infrastructure,Ampli4,,,-23.0,0.7
1623416447,Devices,SPO1/18/11,2.44e-08,38.6,,
1623416447,Devices,SPO2/18/11,0.0063425894,14.0,,
1623416447,Infrastructure,Ampli3,,,-16.8,0.7
1623416447,Infrastructure,Ampli2,,,-15.5,0.4
1623416450,Devices,SPO2/18/11,9.5381e-06,21.0,,
1623416450,Devices,SPO1/18/11,2.36e-08,38.6,,
1623416450,Infrastructure,Ampli1,,,-25.9,0.7
1623416450,Infrastructure,Ampli4,,,-23.0,0.7
1623416450,Infrastructure,Ampli3,,,-16.8,0.7
1623416453,Devices,SPO2/18/11,9.5374e-06,21.1,,
1623416453,Devices,SPO1/18/11,1.83e-08,38.6,,
1623416453,Infrastructure,Ampli3,,,-16.8,0.7
1623416450,Infrastructure,Ampli2,,,-15.5,0.4
1623416453,Infrastructure,Ampli1,,,-26.9,0.7
1623416453,Infrastructure,Ampli2,,,-15.5,0.4
1623416453,Infrastructure,Ampli4,,,-23.0,0.7
1623416456,Devices,SPO1/18/11,2.51e-08,38.6,,
1623416456,Devices,SPO2/18/11,9.5311e-06,20.9,,
1623416456,Infrastructure,Ampli1,,,-26.9,0.7
1623416456,Infrastructure,Ampli4,,,-23.0,0.7
1623416456,Infrastructure,Ampli2,,,-15.5,0.4
1623416456,Infrastructure,Ampli3,,,-16.8,0.7
1623416460,Infrastructure,Ampli1,,,-26.9,0.7
1623416460,Infrastructure,Ampli2,,,-15.5,0.4
1623416460,Infrastructure,Ampli4,,,-23.0,0.7
1623416463,Infrastructure,Ampli1,,,-26.9,0.7
1623416463,Infrastructure,Ampli4,,,-23.0,0.7
1623416463,Infrastructure,Ampli2,,,-15.5,0.4
1623416460,Devices,SPO2/18/11,2.15627e-05,20.7,,
1623416460,Devices,SPO1/18/11,2.37e-08,36.8,,
1623416460,Infrastructure,Ampli3,,,-16.8,0.7
1623416463,Devices,SPO1/18/11,2.4e-08,38.5,,
1623416463,Devices,SPO2/18/11,2.16134e-05,20.2,,
1623416463,Infrastructure,Ampli3,,,-16.8,0.7
1623416466,Devices,SPO1/18/11,2.53e-08,38.5,,
1623416466,Infrastructure,Ampli1,,,-23.0,0.7
1623416466,Infrastructure,Ampli4,,,-22.9,0.7
1623416466,Infrastructure,Ampli2,,,-15.5,0.4
1623416466,Devices,SPO2/18/11,2.15844e-05,20.1,,
1623416466,Infrastructure,Ampli3,,,-16.7,0.8
1623416469,Devices,SPO2/18/11,7.4576e-06,20.1,,
1623416469,Infrastructure,Ampli1,,,-23.0,0.7
1623416469,Infrastructure,Ampli4,,,-22.9,0.7
1623416469,Infrastructure,Ampli2,,,-15.5,0.4
1623416472,Infrastructure,Ampli1,,,-23.0,0.7
1623416472,Infrastructure,Ampli4,,,-22.9,0.7
1623416473,Infrastructure,Ampli2,,,-15.5,0.4
1623416469,Devices,SPO1/18/11,2.5e-08,38.6,,
1623416469,Infrastructure,Ampli3,,,-16.7,0.8
1623416472,Devices,SPO2/18/11,8.339e-07,23.3,,
1623416472,Devices,SPO1/18/11,2.45e-08,38.5,,
1623416472,Infrastructure,Ampli3,,,-16.7,0.8
1623416476,Infrastructure,Ampli1,,,-30.0,0.7
1623416476,Devices,SPO2/18/11,8.373e-07,23.4,,
1623416476,Infrastructure,Ampli4,,,-23.1,0.7
1623416476,Infrastructure,Ampli2,,,-15.6,0.4
1623416479,Infrastructure,Ampli1,,,-30.0,0.7
1623416479,Infrastructure,Ampli4,,,-23.1,0.7
1623416479,Infrastructure,Ampli2,,,-15.6,0.4
1623416476,Devices,SPO1/18/11,2.41e-08,38.6,,
1623416476,Infrastructure,Ampli3,,,-16.8,0.7
1623416479,Devices,SPO2/18/11,0.0002054155,23.4,,
1623416479,Devices,SPO1/18/11,2.38e-08,38.6,,
1623416479,Infrastructure,Ampli3,,,-16.8,0.7
1623416482,Devices,SPO2/18/11,0.0003760628,17.4,,
1623416482,Infrastructure,Ampli1,,,-30.0,0.7
1623416482,Infrastructure,Ampli4,,,-23.1,0.7
1623416482,Devices,SPO1/18/11,2.34e-08,37.5,,
1623416482,Infrastructure,Ampli3,,,-16.8,0.7
1623416482,Infrastructure,Ampli2,,,-15.6,0.4
1623416485,Devices,SPO2/18/11,0.0003756593,17.4,,
1623416485,Infrastructure,Ampli1,,,-34.8,0.7
1623416485,Infrastructure,Ampli2,,,-15.6,0.4
1623416485,Devices,SPO1/18/11,2.42e-08,38.6,,
1623416485,Infrastructure,Ampli3,,,-16.8,0.7
1623416488,Devices,SPO1/18/11,2.42e-08,38.5,,
1623416488,Devices,SPO2/18/11,0.0028643585,17.5,,
1623416488,Infrastructure,Ampli3,,,-16.8,0.7
1623416485,Infrastructure,Ampli4,,,-23.1,0.7
1623416488,Infrastructure,Ampli1,,,-34.8,0.7
1623416489,Infrastructure,Ampli4,,,-23.1,0.7
1623416489,Infrastructure,Ampli2,,,-15.6,0.4
1623416492,Infrastructure,Ampli1,,,-34.8,0.7
1623416492,Infrastructure,Ampli4,,,-23.1,0.7
1623416492,Devices,SPO1/18/11,2.43e-08,38.5,,
1623416492,Devices,SPO2/18/11,0.0158701495,12.9,,
1623416492,Infrastructure,Ampli2,,,-15.6,0.4
1623416492,Infrastructure,Ampli3,,,-16.8,0.7
1623416495,Infrastructure,Ampli1,,,-22.1,0.7
1623416495,Infrastructure,Ampli2,,,-15.5,0.4
1623416495,Devices,SPO2/18/11,0.0158788605,13.0,,
1623416495,Infrastructure,Ampli4,,,-22.9,0.7
1623416498,Infrastructure,Ampli1,,,-22.1,0.7
1623416498,Infrastructure,Ampli4,,,-22.9,0.7
1623416498,Infrastructure,Ampli2,,,-15.5,0.4
1623416495,Devices,SPO1/18/11,2.45e-08,38.5,,
1623416495,Infrastructure,Ampli3,,,-16.7,0.8
1623416498,Devices,SPO1/18/11,2.42e-08,38.3,,
1623416498,Devices,SPO2/18/11,0.0146484792,12.9,,
1623416498,Infrastructure,Ampli3,,,-16.7,0.8
1623416501,Infrastructure,Ampli1,,,-22.1,0.7
1623416501,Devices,SPO2/18/11,4.678e-07,24.0,,
1623416501,Infrastructure,Ampli4,,,-22.9,0.7
1623416501,Infrastructure,Ampli2,,,-15.5,0.4
1623416501,Devices,SPO1/18/11,2.47e-08,38.6,,
1623416501,Infrastructure,Ampli3,,,-16.7,0.8
1623416504,Infrastructure,Ampli1,,,-33.8,0.7
1623416505,Infrastructure,Ampli4,,,-23.1,0.7
1623416504,Devices,SPO2/18/11,4.691e-07,24.2,,
1623416505,Infrastructure,Ampli2,,,-15.6,0.4
1623416508,Infrastructure,Ampli1,,,-33.9,0.7
1623416508,Infrastructure,Ampli2,,,-15.6,0.4
1623416508,Infrastructure,Ampli4,,,-23.1,0.7
1623416504,Devices,SPO1/18/11,2.53e-08,38.6,,
1623416504,Infrastructure,Ampli3,,,-16.8,0.7
1623416508,Devices,SPO2/18/11,4.648e-07,24.2,,
1623416508,Devices,SPO1/18/11,2.49e-08,38.6,,
1623416508,Infrastructure,Ampli3,,,-16.8,0.7
1623416511,Infrastructure,Ampli1,,,-33.8,0.7
1623416511,Infrastructure,Ampli2,,,-15.6,0.4
1623416511,Infrastructure,Ampli4,,,-23.1,0.7
1623416514,Infrastructure,Ampli1,,,-33.8,0.7
1623416511,Devices,SPO1/18/11,2.34e-08,38.5,,
1623416511,Devices,SPO2/18/11,0.0080104655,14.1,,
1623416511,Infrastructure,Ampli3,,,-16.8,0.7
1623416514,Devices,SPO1/18/11,2.4e-08,37.4,,
1623416514,Devices,SPO2/18/11,0.00826673,13.8,,
1623416514,Infrastructure,Ampli3,,,-16.8,0.7
1623416514,Infrastructure,Ampli2,,,-15.6,0.4
1623416517,Devices,SPO1/18/11,2.36e-08,38.6,,
1623416517,Devices,SPO2/18/11,0.0082807109,13.9,,
1623416517,Infrastructure,Ampli3,,,-16.7,0.8
1623416514,Infrastructure,Ampli4,,,-23.1,0.7
1623416517,Infrastructure,Ampli1,,,-19.2,0.7
1623416517,Infrastructure,Ampli2,,,-15.4,0.4
1623416517,Infrastructure,Ampli4,,,-22.8,0.7
1623416520,Devices,SPO1/18/11,2.37e-08,38.5,,
1623416521,Infrastructure,Ampli1,,,-19.2,0.7
1623416521,Infrastructure,Ampli2,,,-15.4,0.4
1623416521,Infrastructure,Ampli4,,,-22.8,0.7
1623416524,Infrastructure,Ampli1,,,-19.2,0.7
1623416524,Infrastructure,Ampli2,,,-15.4,0.4
1623416524,Infrastructure,Ampli4,,,-22.8,0.7
1623416521,Devices,SPO2/18/11,0.0007730195,18.9,,
1623416521,Infrastructure,Ampli3,,,-16.7,0.8
1623416524,Devices,SPO1/18/11,2.43e-08,38.5,,
1623416524,Devices,SPO2/18/11,1.47e-07,25.5,,
1623416524,Infrastructure,Ampli3,,,-16.7,0.8
1623416527,Devices,SPO1/18/11,2.41e-08,38.5,,
1623416527,Devices,SPO2/18/11,1.451e-07,25.8,,
1623416527,Infrastructure,Ampli1,,,-22.1,0.7
1623416527,Infrastructure,Ampli2,,,-15.5,0.4
1623416527,Infrastructure,Ampli3,,,-16.7,0.8
1623416527,Infrastructure,Ampli4,,,-22.9,0.7
1623416530,Infrastructure,Ampli1,,,-22.1,0.7
1623416530,Infrastructure,Ampli2,,,-15.5,0.4
1623416530,Infrastructure,Ampli4,,,-22.9,0.7
1623416533,Infrastructure,Ampli1,,,-22.1,0.7
1623416533,Infrastructure,Ampli2,,,-15.5,0.4
1623416533,Infrastructure,Ampli4,,,-22.9,0.7
1623416530,Devices,SPO1/18/11,2.44e-08,38.5,,
1623416530,Devices,SPO2/18/11,2.879e-07,25.0,,
1623416530,Infrastructure,Ampli3,,,-16.7,0.8
1623416533,Devices,SPO2/18/11,4.636e-07,24.0,,
1623416533,Devices,SPO1/18/11,2.38e-08,38.5,,
1623416533,Infrastructure,Ampli3,,,-16.7,0.8
1623416536,Devices,SPO1/18/11,2.36e-08,38.3,,
1623416537,Infrastructure,Ampli1,,,-24.0,0.7
1623416536,Devices,SPO2/18/11,3.455e-07,24.2,,
1623416537,Infrastructure,Ampli3,,,-16.7,0.8
1623416537,Infrastructure,Ampli2,,,-15.5,0.4
1623416537,Infrastructure,Ampli4,,,-22.9,0.7
1623416540,Infrastructure,Ampli1,,,-24.0,0.7
1623416540,Devices,SPO1/18/11,2.29e-08,38.5,,
1623416540,Devices,SPO2/18/11,8.986e-07,24.1,,
1623416540,Infrastructure,Ampli2,,,-15.5,0.4
1623416540,Infrastructure,Ampli4,,,-22.9,0.7
1623416543,Infrastructure,Ampli1,,,-24.0,0.7
1623416543,Infrastructure,Ampli2,,,-15.5,0.4
1623416543,Infrastructure,Ampli4,,,-22.9,0.7
1623416540,Infrastructure,Ampli3,,,-16.7,0.8
1623416543,Devices,SPO1/18/11,2.35e-08,38.6,,
1623416543,Devices,SPO2/18/11,1.6865e-06,22.7,,
1623416543,Infrastructure,Ampli3,,,-16.7,0.8
1623416546,Devices,SPO1/18/11,1.78e-08,38.5,,
1623416546,Infrastructure,Ampli1,,,-19.2,0.7
1623416546,Devices,SPO2/18/11,1.7007e-06,22.7,,
1623416546,Infrastructure,Ampli3,,,-16.7,0.8
1623416546,Infrastructure,Ampli2,,,-15.4,0.4
1623416546,Infrastructure,Ampli4,,,-22.8,0.7
1623416549,Infrastructure,Ampli1,,,-19.2,0.7
1623416549,Infrastructure,Ampli2,,,-15.4,0.4
1623416549,Devices,SPO2/18/11,1.708e-06,22.6,,
1623416549,Devices,SPO1/18/11,2.4e-08,38.5,,
1623416549,Infrastructure,Ampli3,,,-16.7,0.8
1623416553,Devices,SPO1/18/11,2.36e-08,38.5,,
1623416553,Devices,SPO2/18/11,1.451e-07,25.8,,
1623416553,Infrastructure,Ampli3,,,-16.7,0.8
1623416550,Infrastructure,Ampli4,,,-22.8,0.7
1623416553,Infrastructure,Ampli1,,,-19.2,0.7
1623416553,Infrastructure,Ampli2,,,-15.4,0.4
1623416553,Infrastructure,Ampli4,,,-22.8,0.7
1623416556,Infrastructure,Ampli1,,,-33.8,0.7
1623416556,Infrastructure,Ampli2,,,-15.6,0.4
1623416556,Infrastructure,Ampli4,,,-23.1,0.7
1623416559,Infrastructure,Ampli1,,,-33.8,0.7
1623416559,Infrastructure,Ampli4,,,-23.1,0.7
1623416559,Infrastructure,Ampli2,,,-15.6,0.4
1623416556,Devices,SPO1/18/11,2.39e-08,38.6,,
1623416556,Devices,SPO2/18/11,1.441e-07,25.7,,
1623416556,Infrastructure,Ampli3,,,-16.8,0.7
1623416559,Devices,SPO1/18/11,2.35e-08,37.7,,
1623416559,Devices,SPO2/18/11,1.419e-07,25.6,,
1623416559,Infrastructure,Ampli3,,,-16.8,0.7
1623416562,Devices,SPO2/18/11,0.0070050743,13.9,,
1623416562,Devices,SPO1/18/11,2.33e-08,38.6,,
1623416562,Infrastructure,Ampli3,,,-16.8,0.7
1623416562,Infrastructure,Ampli1,,,-33.9,0.7
1623416562,Infrastructure,Ampli4,,,-23.1,0.7
1623416562,Infrastructure,Ampli2,,,-15.6,0.4
1623416565,Devices,SPO2/18/11,0.0082955796,13.8,,
1623416565,Devices,SPO1/18/11,2.34e-08,38.6,,
1623416565,Infrastructure,Ampli1,,,-33.8,0.7
1623416566,Infrastructure,Ampli2,,,-15.6,0.4
1623416566,Infrastructure,Ampli4,,,-23.1,0.7
1623416569,Infrastructure,Ampli1,,,-30.0,0.7
1623416569,Infrastructure,Ampli2,,,-15.6,0.4
1623416569,Infrastructure,Ampli4,,,-23.1,0.7
1623416565,Infrastructure,Ampli3,,,-16.8,0.7
1623416569,Devices,SPO1/18/11,2.35e-08,38.6,,
1623416569,Devices,SPO2/18/11,0.0082974419,13.8,,
1623416569,Infrastructure,Ampli3,,,-16.8,0.7
1623416572,Infrastructure,Ampli1,,,-30.0,0.7
1623416572,Infrastructure,Ampli2,,,-15.6,0.4
1623416572,Infrastructure,Ampli4,,,-23.1,0.7
1623416572,Devices,SPO1/18/11,2.35e-08,38.4,,
1623416572,Devices,SPO2/18/11,0.0020370118,17.4,,
1623416572,Infrastructure,Ampli3,,,-16.8,0.7
1623416575,Infrastructure,Ampli1,,,-30.0,0.7
1623416575,Infrastructure,Ampli4,,,-23.1,0.7
1623416575,Infrastructure,Ampli2,,,-15.6,0.4
1623416578,Infrastructure,Ampli1,,,-20.1,0.7
1623416578,Infrastructure,Ampli4,,,-22.8,0.7
1623416578,Infrastructure,Ampli2,,,-15.4,0.4
1623416575,Devices,SPO1/18/11,2.2e-08,38.6,,
1623416575,Devices,SPO2/18/11,0.0003766009,17.3,,
1623416575,Infrastructure,Ampli3,,,-16.8,0.7
1623416578,Devices,SPO1/18/11,2.28e-08,38.6,,
1623416578,Devices,SPO2/18/11,0.0003765712,17.4,,
1623416578,Infrastructure,Ampli3,,,-16.7,0.8
1623416582,Infrastructure,Ampli1,,,-20.1,0.7
1623416581,Devices,SPO2/18/11,0.0002360932,17.4,,
1623416581,Devices,SPO1/18/11,2.34e-08,38.5,,
1623416582,Infrastructure,Ampli3,,,-16.7,0.8
1623416582,Infrastructure,Ampli4,,,-22.9,0.7
1623416582,Infrastructure,Ampli2,,,-15.4,0.4
1623416585,Devices,SPO2/18/11,1.937e-07,25.2,,
1623416585,Devices,SPO1/18/11,2.41e-08,38.6,,
1623416585,Infrastructure,Ampli1,,,-20.1,0.7
1623416585,Infrastructure,Ampli4,,,-22.8,0.7
1623416585,Infrastructure,Ampli3,,,-16.7,0.8
1623416588,Devices,SPO1/18/11,2.39e-08,38.5,,
1623416588,Devices,SPO2/18/11,1.943e-07,25.3,,
