Timestamp,Type,ID,BER,OSNR,InputPower,OutputPower,Failure
1624457582,Infrastructure,Ampli3,,,-16.7,0.8,
1624457578,Infrastructure,Ampli2,,,-15.5,0.4,
1624457578,Infrastructure,Ampli4,,,-22.9,0.7,
1624457582,Infrastructure,Ampli1,,,-19.6,0.7,
1624457582,Infrastructure,Ampli2,,,-15.5,0.4,
1624457582,Infrastructure,Ampli4,,,-22.9,0.7,
1624457585,Infrastructure,Ampli1,,,-19.6,0.7,
1624457585,Infrastructure,Ampli2,,,-15.5,0.4,
1624457585,Devices,SPO1/18/11,2.47E-08,38.6,,,
1624457585,Infrastructure,Ampli4,,,-22.9,0.7,
1624457585,Devices,SPO2/18/11,1.99E-07,25.4,,,
1624457585,Infrastructure,Ampli3,,,-16.7,0.8,
1624457588,Infrastructure,Ampli1,,,-19.6,0.7,
1624457588,Devices,SPO1/18/11,2.47E-08,38.5,,,
1624457588,Infrastructure,Ampli2,,,-15.5,0.4,
1624457588,Infrastructure,Ampli4,,,-22.9,0.7,
1624457591,Infrastructure,Ampli1,,,-19.6,0.7,
1624457591,Infrastructure,Ampli4,,,-22.9,0.7,
1624457591,Infrastructure,Ampli2,,,-15.5,0.4,
1624457588,Devices,SPO2/18/11,1.95E-07,25.6,,,
1624457588,Infrastructure,Ampli3,,,-16.7,0.8,
1624457591,Devices,SPO1/18/11,2.45E-08,38.5,,,
1624457591,Devices,SPO2/18/11,1.94E-07,25.7,,,
1624457591,Infrastructure,Ampli3,,,-16.7,0.8,
1624457594,Devices,SPO1/18/11,2.39E-08,38.6,,,
1624457594,Devices,SPO2/18/11,1.96E-07,25.9,,,
1624457594,Infrastructure,Ampli1,,,-19.6,0.7,
1624457594,Infrastructure,Ampli3,,,-16.7,0.8,
1624457595,Infrastructure,Ampli4,,,-22.9,0.7,
1624457595,Infrastructure,Ampli2,,,-15.5,0.4,
1624457598,Infrastructure,Ampli1,,,-19.6,0.7,
1624457598,Devices,SPO2/18/11,1.97E-07,25.6,,,
1624457598,Devices,SPO1/18/11,1.85E-08,38.5,,,
1624457598,Infrastructure,Ampli4,,,-22.9,0.7,
1624457598,Infrastructure,Ampli2,,,-15.5,0.4,
1624457601,Infrastructure,Ampli1,,,-19.6,0.7,
1624457601,Infrastructure,Ampli2,,,-15.5,0.4,
1624457601,Infrastructure,Ampli4,,,-22.9,0.7,
1624457598,Infrastructure,Ampli3,,,-16.7,0.8,
1624457601,Devices,SPO1/18/11,2.55E-08,38.5,,,
1624457601,Devices,SPO2/18/11,1.46E-07,25.7,,,
1624457601,Infrastructure,Ampli3,,,-16.7,0.8,
1624457604,Devices,SPO1/18/11,2.4E-08,38.5,,,
1624457604,Devices,SPO2/18/11,1.92E-07,25.6,,,
1624457604,Infrastructure,Ampli3,,,-16.7,0.8,
1624457607,Devices,SPO1/18/11,2.41E-08,38.5,,,
1624457607,Devices,SPO2/18/11,1.93E-07,25.5,,,
1624457607,Infrastructure,Ampli3,,,-16.7,0.8,
1624457604,Infrastructure,Ampli1,,,-19.6,0.7,
1624457604,Infrastructure,Ampli4,,,-22.9,0.7,
1624457604,Infrastructure,Ampli2,,,-15.5,0.4,
1624457607,Infrastructure,Ampli1,,,-19.6,0.7,
1624457607,Infrastructure,Ampli2,,,-15.5,0.4,
1624457607,Infrastructure,Ampli4,,,-22.9,0.7,
1624457610,Devices,SPO2/18/11,1.92E-07,25.7,,,
1624457610,Devices,SPO1/18/11,2.39E-08,38.6,,,
1624457611,Infrastructure,Ampli3,,,-16.7,0.8,
1624457611,Infrastructure,Ampli1,,,-19.6,0.7,
1624457611,Infrastructure,Ampli4,,,-22.9,0.7,
1624457611,Infrastructure,Ampli2,,,-15.5,0.4,
1624457614,Devices,SPO2/18/11,1.94E-07,25.4,,,
1624457614,Devices,SPO1/18/11,2.51E-08,38.6,,,
1624457614,Infrastructure,Ampli3,,,-16.7,0.8,
1624457617,Devices,SPO1/18/11,2.54E-08,38.6,,,
1624457617,Devices,SPO2/18/11,1.92E-07,25.6,,,
1624457617,Infrastructure,Ampli3,,,-16.7,0.8,
1624457614,Infrastructure,Ampli1,,,-19.6,0.7,
1624457614,Infrastructure,Ampli2,,,-15.5,0.4,
1624457614,Infrastructure,Ampli4,,,-22.9,0.7,
1624457617,Infrastructure,Ampli1,,,-19.6,0.7,
1624457617,Infrastructure,Ampli2,,,-15.5,0.4,
1624457617,Infrastructure,Ampli4,,,-22.9,0.7,
1624457620,Devices,SPO1/18/11,2.47E-08,38.6,,,
1624457620,Devices,SPO2/18/11,1.92E-07,25.8,,,
1624457620,Infrastructure,Ampli1,,,-19.6,0.7,
1624457620,Infrastructure,Ampli3,,,-16.7,0.8,
1624457620,Infrastructure,Ampli4,,,-22.9,0.7,
1624457620,Infrastructure,Ampli2,,,-15.5,0.4,
1624457623,Devices,SPO2/18/11,1.92E-07,25.7,,,
1624457623,Devices,SPO1/18/11,2.49E-08,38.5,,,
1624457623,Infrastructure,Ampli1,,,-19.6,0.7,
1624457623,Infrastructure,Ampli3,,,-16.7,0.8,
1624457626,Devices,SPO1/18/11,2.52E-08,38.6,,,
1624457626,Devices,SPO2/18/11,1.91E-07,25.7,,,
1624457627,Infrastructure,Ampli3,,,-16.7,0.8,
1624457623,Infrastructure,Ampli4,,,-22.9,0.7,
1624457623,Infrastructure,Ampli2,,,-15.5,0.4,
1624457627,Infrastructure,Ampli1,,,-19.6,0.7,
1624457627,Infrastructure,Ampli4,,,-22.9,0.7,
1624457627,Infrastructure,Ampli2,,,-15.5,0.4,
1624457630,Devices,SPO2/18/11,1.93E-07,25.9,,,
1624457630,Devices,SPO1/18/11,2.37E-08,38.6,,,
1624457630,Infrastructure,Ampli3,,,-16.7,0.8,
1624457630,Infrastructure,Ampli1,,,-19.6,0.7,
1624457630,Infrastructure,Ampli2,,,-15.5,0.4,
1624457630,Infrastructure,Ampli4,,,-22.9,0.7,
1624457633,Infrastructure,Ampli1,,,-19.6,0.7,
1624457633,Devices,SPO1/18/11,2.52E-08,38.6,,,
1624457633,Infrastructure,Ampli2,,,-15.5,0.4,
1624457633,Infrastructure,Ampli4,,,-22.9,0.7,
1624457636,Infrastructure,Ampli1,,,-20.1,0.7,
1624457636,Infrastructure,Ampli4,,,-22.9,0.7,
1624457636,Infrastructure,Ampli2,,,-15.5,0.4,
1624457633,Devices,SPO2/18/11,1.91E-07,25.6,,,
1624457633,Infrastructure,Ampli3,,,-16.7,0.8,
1624457636,Devices,SPO2/18/11,1.92E-07,25.9,,,
1624457636,Devices,SPO1/18/11,2.46E-08,38.5,,,
1624457636,Infrastructure,Ampli3,,,-16.7,0.8,
1624457639,Devices,SPO2/18/11,1.94E-07,25.5,,,
1624457639,Infrastructure,Ampli1,,,-20.1,0.7,
1624457639,Infrastructure,Ampli4,,,-22.9,0.7,
1624457639,Infrastructure,Ampli2,,,-15.5,0.4,
1624457639,Devices,SPO1/18/11,2.48E-08,38.6,,,
1624457639,Infrastructure,Ampli3,,,-16.7,0.8,
1624457643,Devices,SPO1/18/11,2.42E-08,38.6,,,
1624457643,Devices,SPO2/18/11,2.21E-07,25.3,,,
1624457643,Infrastructure,Ampli3,,,-16.7,0.8,
1624457643,Infrastructure,Ampli1,,,-20.1,0.7,
1624457646,Devices,SPO2/18/11,2.25E-07,25.3,,,
1624457646,Devices,SPO1/18/11,2.53E-08,38.6,,,
1624457646,Infrastructure,Ampli3,,,-16.7,0.8,
1624457643,Infrastructure,Ampli2,,,-15.5,0.4,
1624457643,Infrastructure,Ampli4,,,-22.9,0.7,
1624457646,Infrastructure,Ampli1,,,-20.1,0.7,
1624457646,Infrastructure,Ampli2,,,-15.5,0.4,
1624457646,Infrastructure,Ampli4,,,-22.9,0.7,
1624457649,Infrastructure,Ampli1,,,-20.1,0.7,
1624457649,Infrastructure,Ampli4,,,-22.9,0.7,
1624457649,Devices,SPO2/18/11,2.21E-07,25.2,,,
1624457649,Devices,SPO1/18/11,2.57E-08,38.6,,,
1624457649,Infrastructure,Ampli2,,,-15.5,0.4,
1624457652,Infrastructure,Ampli1,,,-20.1,0.7,
1624457652,Infrastructure,Ampli2,,,-15.5,0.4,
1624457652,Infrastructure,Ampli4,,,-22.9,0.7,
1624457649,Infrastructure,Ampli3,,,-16.7,0.8,
1624457652,Devices,SPO1/18/11,2.57E-08,38.6,,,
1624457652,Devices,SPO2/18/11,2.23E-07,25.3,,,
1624457652,Infrastructure,Ampli3,,,-16.7,0.8,
1624457655,Devices,SPO2/18/11,2.23E-07,25.2,,,
1624457655,Infrastructure,Ampli1,,,-20.1,0.7,
1624457655,Infrastructure,Ampli2,,,-15.5,0.4,
1624457655,Infrastructure,Ampli4,,,-22.9,0.7,
1624457655,Devices,SPO1/18/11,2.55E-08,38.5,,,
1624457655,Infrastructure,Ampli3,,,-16.7,0.8,
1624457659,Devices,SPO2/18/11,2.25E-07,25.3,,,
1624457659,Devices,SPO1/18/11,1.92E-08,38.5,,,
1624457659,Infrastructure,Ampli1,,,-20.1,0.7,
1624457659,Infrastructure,Ampli3,,,-16.7,0.8,
1624457662,Devices,SPO1/18/11,2.54E-08,38.6,,,
1624457662,Devices,SPO2/18/11,2.25E-07,25.3,,,
1624457662,Infrastructure,Ampli3,,,-16.7,0.8,
1624457659,Infrastructure,Ampli4,,,-22.9,0.7,
1624457659,Infrastructure,Ampli2,,,-15.5,0.4,
1624457662,Infrastructure,Ampli1,,,-20.1,0.7,
1624457662,Infrastructure,Ampli4,,,-22.9,0.7,
1624457662,Infrastructure,Ampli2,,,-15.5,0.4,
1624457665,Devices,SPO1/18/11,2.46E-08,38.5,,,
1624457665,Infrastructure,Ampli1,,,-20.1,0.7,
1624457665,Infrastructure,Ampli2,,,-15.5,0.4,
1624457665,Devices,SPO2/18/11,2.25E-07,25.4,,,
1624457665,Infrastructure,Ampli3,,,-16.7,0.8,
1624457665,Infrastructure,Ampli4,,,-22.9,0.7,
1624457668,Devices,SPO2/18/11,2.21E-07,25.3,,,
1624457668,Infrastructure,Ampli1,,,-20.1,0.7,
1624457668,Infrastructure,Ampli4,,,-22.9,0.7,
1624457668,Devices,SPO1/18/11,2.4E-08,38.6,,,
1624457668,Infrastructure,Ampli3,,,-16.7,0.8,
1624457671,Devices,SPO1/18/11,2.47E-08,38.5,,,
1624457671,Devices,SPO2/18/11,2.23E-07,25.4,,,
1624457672,Infrastructure,Ampli3,,,-16.7,0.8,
1624457668,Infrastructure,Ampli2,,,-15.5,0.4,
1624457672,Infrastructure,Ampli1,,,-20.1,0.7,
1624457672,Infrastructure,Ampli4,,,-22.9,0.7,
1624457672,Infrastructure,Ampli2,,,-15.5,0.4,
1624457675,Infrastructure,Ampli1,,,-20.1,0.7,
1624457675,Infrastructure,Ampli4,,,-22.9,0.7,
1624457675,Devices,SPO1/18/11,2.41E-08,38.6,,,
1624457675,Devices,SPO2/18/11,2.17E-07,25.2,,,
1624457675,Infrastructure,Ampli3,,,-16.7,0.8,
1624457675,Infrastructure,Ampli2,,,-15.5,0.4,
1624457678,Devices,SPO2/18/11,2.23E-07,25.6,,,
1624457678,Infrastructure,Ampli1,,,-20.1,0.7,
1624457678,Infrastructure,Ampli4,,,-22.9,0.7,
1624457678,Infrastructure,Ampli2,,,-15.5,0.4,
1624457681,Infrastructure,Ampli1,,,-20.1,0.7,
1624457681,Infrastructure,Ampli4,,,-22.9,0.7,
1624457681,Infrastructure,Ampli2,,,-15.5,0.4,
1624457678,Devices,SPO1/18/11,2.45E-08,38.6,,,
1624457678,Infrastructure,Ampli3,,,-16.7,0.8,
1624457681,Devices,SPO2/18/11,2.22E-07,25.4,,,
1624457681,Devices,SPO1/18/11,2.43E-08,38.5,,,
1624457681,Infrastructure,Ampli3,,,-16.7,0.8,
1624457684,Infrastructure,Ampli1,,,-20.1,0.7,
1624457684,Infrastructure,Ampli4,,,-22.9,0.7,
1624457684,Infrastructure,Ampli2,,,-15.5,0.4,
1624457684,Devices,SPO2/18/11,2.18E-07,25.2,,,
1624457684,Devices,SPO1/18/11,2.41E-08,38.6,,,
1624457684,Infrastructure,Ampli3,,,-16.7,0.8,
1624457688,Devices,SPO1/18/11,2.32E-08,38.5,,,
1624457688,Devices,SPO2/18/11,2.2E-07,25.5,,,
1624457688,Infrastructure,Ampli1,,,-20.1,0.7,
1624457688,Infrastructure,Ampli3,,,-16.7,0.8,
1624457691,Devices,SPO2/18/11,2.21E-07,25.2,,,
1624457691,Devices,SPO1/18/11,2.47E-08,38.6,,,
1624457691,Infrastructure,Ampli3,,,-16.7,0.8,
1624457688,Infrastructure,Ampli4,,,-22.9,0.7,
1624457688,Infrastructure,Ampli2,,,-15.5,0.4,
1624457691,Infrastructure,Ampli1,,,-20.1,0.7,
1624457691,Infrastructure,Ampli2,,,-15.5,0.4,
1624457691,Infrastructure,Ampli4,,,-22.9,0.7,
1624457694,Infrastructure,Ampli1,,,-20.1,0.7,
1624457694,Devices,SPO1/18/11,2.43E-08,38.6,,,
1624457694,Devices,SPO2/18/11,2.19E-07,25.6,,,
1624457694,Infrastructure,Ampli3,,,-16.7,0.8,
1624457697,Devices,SPO2/18/11,2.21E-07,25.4,,,
1624457697,Devices,SPO1/18/11,2.29E-08,38.5,,,
1624457697,Infrastructure,Ampli3,,,-16.7,0.8,
1624457694,Infrastructure,Ampli4,,,-22.9,0.7,
1624457694,Infrastructure,Ampli2,,,-15.5,0.4,
1624457697,Infrastructure,Ampli1,,,-20.6,0.7,
1624457697,Infrastructure,Ampli4,,,-22.9,0.7,
1624457697,Infrastructure,Ampli2,,,-15.5,0.4,
1624457700,Devices,SPO1/18/11,2.35E-08,38.6,,,
1624457700,Infrastructure,Ampli1,,,-20.6,0.7,
1624457700,Infrastructure,Ampli2,,,-15.5,0.4,
1624457700,Devices,SPO2/18/11,2.29E-07,25.3,,,
1624457700,Infrastructure,Ampli3,,,-16.7,0.8,
1624457700,Infrastructure,Ampli4,,,-22.9,0.7,
1624457704,Devices,SPO1/18/11,2.31E-08,38.1,,,
1624457704,Devices,SPO2/18/11,2.66E-07,25.2,,,
1624457704,Infrastructure,Ampli3,,,-16.7,0.8,
1624457707,Devices,SPO1/18/11,2.34E-08,38.5,,,
1624457707,Devices,SPO2/18/11,2.64E-07,25.2,,,
1624457707,Infrastructure,Ampli3,,,-16.7,0.8,
1624457704,Infrastructure,Ampli1,,,-20.6,0.7,
1624457704,Infrastructure,Ampli2,,,-15.5,0.4,
1624457704,Infrastructure,Ampli4,,,-22.9,0.7,
1624457707,Infrastructure,Ampli1,,,-20.6,0.7,
1624457707,Infrastructure,Ampli2,,,-15.5,0.4,
1624457707,Infrastructure,Ampli4,,,-22.9,0.7,
1624457710,Devices,SPO1/18/11,2.29E-08,38.6,,,
1624457710,Devices,SPO2/18/11,2.66E-07,25.2,,,
1624457710,Infrastructure,Ampli1,,,-20.6,0.7,
1624457710,Infrastructure,Ampli3,,,-16.7,0.8,
1624457710,Infrastructure,Ampli2,,,-15.5,0.4,
1624457710,Infrastructure,Ampli4,,,-22.9,0.7,
1624457713,Devices,SPO1/18/11,2.18E-08,38.6,,,
1624457713,Infrastructure,Ampli1,,,-20.6,0.7,
1624457713,Devices,SPO2/18/11,2.62E-07,25,,,
1624457713,Infrastructure,Ampli3,,,-16.7,0.8,
1624457716,Devices,SPO1/18/11,2.22E-08,38.6,,,
1624457716,Devices,SPO2/18/11,2.63E-07,25.2,,,
1624457717,Infrastructure,Ampli3,,,-16.7,0.8,
1624457713,Infrastructure,Ampli4,,,-22.9,0.7,
1624457713,Infrastructure,Ampli2,,,-15.5,0.4,
1624457717,Infrastructure,Ampli1,,,-20.6,0.7,
1624457717,Infrastructure,Ampli2,,,-15.5,0.4,
1624457717,Infrastructure,Ampli4,,,-22.9,0.7,
1624457720,Infrastructure,Ampli1,,,-20.6,0.7,
1624457720,Infrastructure,Ampli2,,,-15.5,0.4,
1624457720,Infrastructure,Ampli4,,,-22.9,0.7,
1624457720,Devices,SPO1/18/11,2.25E-08,38.6,,,
1624457720,Devices,SPO2/18/11,2.64E-07,25.2,,,
1624457720,Infrastructure,Ampli3,,,-16.7,0.8,
1624457723,Infrastructure,Ampli1,,,-20.6,0.7,
1624457723,Devices,SPO1/18/11,2.49E-08,38.5,,,
1624457723,Devices,SPO2/18/11,2.64E-07,25.1,,,
1624457723,Infrastructure,Ampli4,,,-22.9,0.7,
1624457723,Infrastructure,Ampli2,,,-15.5,0.4,
1624457726,Infrastructure,Ampli1,,,-20.6,0.7,
1624457726,Infrastructure,Ampli2,,,-15.5,0.4,
1624457726,Infrastructure,Ampli4,,,-22.9,0.7,
1624457723,Infrastructure,Ampli3,,,-16.7,0.8,
1624457726,Devices,SPO2/18/11,2.66E-07,25.2,,,
1624457726,Devices,SPO1/18/11,2.36E-08,38.6,,,
1624457726,Infrastructure,Ampli3,,,-16.7,0.8,
1624457729,Devices,SPO1/18/11,2.46E-08,38.6,,,
1624457729,Devices,SPO2/18/11,2.64E-07,25,,,
1624457729,Infrastructure,Ampli1,,,-20.6,0.7,
1624457729,Infrastructure,Ampli3,,,-16.7,0.8,
1624457733,Devices,SPO1/18/11,2.36E-08,38.6,,,
1624457733,Devices,SPO2/18/11,2.63E-07,25.3,,,
1624457733,Infrastructure,Ampli3,,,-16.7,0.8,
1624457729,Infrastructure,Ampli2,,,-15.5,0.4,
1624457729,Infrastructure,Ampli4,,,-22.9,0.7,
1624457733,Infrastructure,Ampli1,,,-20.6,0.7,
1624457733,Infrastructure,Ampli4,,,-22.9,0.7,
1624457736,Devices,SPO1/18/11,2.36E-08,38.6,,,
1624457733,Infrastructure,Ampli2,,,-15.5,0.4,
1624457736,Infrastructure,Ampli1,,,-20.6,0.7,
1624457736,Infrastructure,Ampli2,,,-15.5,0.4,
1624457736,Infrastructure,Ampli4,,,-22.9,0.7,
1624457736,Devices,SPO2/18/11,2.59E-07,25.1,,,
1624457736,Infrastructure,Ampli3,,,-16.7,0.8,
1624457739,Devices,SPO1/18/11,2.3E-08,38.6,,,
1624457739,Devices,SPO2/18/11,2.6E-07,25.3,,,
1624457739,Infrastructure,Ampli1,,,-20.6,0.7,
1624457739,Infrastructure,Ampli2,,,-15.5,0.4,
1624457739,Infrastructure,Ampli4,,,-22.9,0.7,
1624457742,Infrastructure,Ampli1,,,-20.6,0.7,
1624457742,Infrastructure,Ampli2,,,-15.5,0.4,
1624457742,Infrastructure,Ampli4,,,-22.9,0.7,
1624457739,Infrastructure,Ampli3,,,-16.7,0.8,
1624457742,Devices,SPO1/18/11,2.35E-08,38.1,,,
1624457742,Devices,SPO2/18/11,2.63E-07,25.3,,,
1624457742,Infrastructure,Ampli3,,,-16.7,0.8,
1624457745,Infrastructure,Ampli1,,,-20.6,0.7,
1624457745,Devices,SPO1/18/11,2.34E-08,38.6,,,
1624457745,Devices,SPO2/18/11,2.6E-07,25.1,,,
1624457746,Infrastructure,Ampli2,,,-15.5,0.4,
1624457746,Infrastructure,Ampli4,,,-22.9,0.7,
1624457745,Infrastructure,Ampli3,,,-16.7,0.8,
1624457749,Devices,SPO2/18/11,2.64E-07,25.1,,,
1624457749,Devices,SPO1/18/11,2.39E-08,38.6,,,
1624457749,Infrastructure,Ampli1,,,-20.6,0.7,
1624457749,Infrastructure,Ampli2,,,-15.5,0.4,
1624457749,Infrastructure,Ampli4,,,-22.9,0.7,
1624457752,Infrastructure,Ampli1,,,-20.6,0.7,
1624457752,Infrastructure,Ampli2,,,-15.5,0.4,
1624457752,Infrastructure,Ampli4,,,-22.9,0.7,
1624457749,Infrastructure,Ampli3,,,-16.7,0.8,
1624457752,Devices,SPO1/18/11,2.43E-08,38.5,,,
1624457752,Devices,SPO2/18/11,2.62E-07,25.1,,,
1624457752,Infrastructure,Ampli3,,,-16.7,0.8,
1624457755,Infrastructure,Ampli1,,,-20.6,0.7,
1624457755,Infrastructure,Ampli2,,,-15.5,0.4,
1624457755,Devices,SPO2/18/11,2.6E-07,25.3,,,
1624457755,Infrastructure,Ampli4,,,-22.9,0.7,
1624457755,Devices,SPO1/18/11,2.31E-08,38.6,,,
1624457755,Infrastructure,Ampli3,,,-16.7,0.8,
1624457758,Infrastructure,Ampli1,,,-21,0.7,
1624457758,Devices,SPO1/18/11,2.21E-08,38.5,,,
1624457758,Devices,SPO2/18/11,2.59E-07,25.4,,,
1624457758,Infrastructure,Ampli4,,,-22.9,0.7,
1624457758,Infrastructure,Ampli2,,,-15.5,0.4,
1624457762,Infrastructure,Ampli1,,,-21,0.7,
1624457762,Infrastructure,Ampli4,,,-22.9,0.7,
1624457762,Infrastructure,Ampli2,,,-15.5,0.4,
1624457758,Infrastructure,Ampli3,,,-16.7,0.8,
1624457761,Devices,SPO1/18/11,2.24E-08,38.5,,,
1624457761,Devices,SPO2/18/11,2.8E-07,25.2,,,
1624457762,Infrastructure,Ampli3,,,-16.7,0.8,
1624457765,Devices,SPO2/18/11,3.18E-07,25,,,
1624457765,Devices,SPO1/18/11,2.32E-08,38.5,,,
1624457765,Infrastructure,Ampli1,,,-21,0.7,
1624457765,Infrastructure,Ampli2,,,-15.5,0.4,
1624457765,Infrastructure,Ampli4,,,-22.9,0.7,
1624457765,Infrastructure,Ampli3,,,-16.7,0.8,
1624457768,Devices,SPO1/18/11,2.29E-08,38.5,,,
1624457768,Devices,SPO2/18/11,3.18E-07,24.9,,,
1624457768,Infrastructure,Ampli1,,,-21,0.7,
1624457768,Infrastructure,Ampli2,,,-15.5,0.4,
1624457768,Infrastructure,Ampli4,,,-22.9,0.7,
1624457771,Infrastructure,Ampli1,,,-21,0.7,
1624457771,Infrastructure,Ampli4,,,-22.9,0.7,
1624457771,Infrastructure,Ampli2,,,-15.5,0.4,
1624457768,Infrastructure,Ampli3,,,-16.7,0.8,
1624457771,Devices,SPO1/18/11,2.37E-08,38.6,,,
1624457771,Devices,SPO2/18/11,3.19E-07,24.6,,,
1624457771,Infrastructure,Ampli3,,,-16.7,0.8,
1624457774,Infrastructure,Ampli1,,,-21,0.7,
1624457774,Infrastructure,Ampli2,,,-15.5,0.4,
1624457774,Devices,SPO1/18/11,2.22E-08,38.5,,,
1624457774,Devices,SPO2/18/11,3.19E-07,24.7,,,
1624457774,Infrastructure,Ampli3,,,-16.7,0.8,
1624457778,Devices,SPO1/18/11,2.24E-08,38.6,,,
1624457778,Devices,SPO2/18/11,3.16E-07,24.9,,,
1624457778,Infrastructure,Ampli3,,,-16.7,0.8,
1624457774,Infrastructure,Ampli4,,,-22.9,0.7,
1624457778,Infrastructure,Ampli1,,,-21,0.7,
1624457778,Infrastructure,Ampli4,,,-22.9,0.7,
1624457778,Infrastructure,Ampli2,,,-15.5,0.4,
1624457781,Infrastructure,Ampli1,,,-21,0.7,
1624457781,Devices,SPO2/18/11,3.15E-07,24.9,,,
1624457781,Devices,SPO1/18/11,2.32E-08,38.6,,,
1624457781,Infrastructure,Ampli2,,,-15.5,0.4,
1624457781,Infrastructure,Ampli4,,,-22.9,0.7,
1624457781,Infrastructure,Ampli3,,,-16.7,0.8,
1624457784,Infrastructure,Ampli1,,,-21,0.7,
1624457784,Infrastructure,Ampli4,,,-22.9,0.7,
1624457784,Devices,SPO2/18/11,3.17E-07,25,,,
1624457784,Infrastructure,Ampli2,,,-15.5,0.4,
1624457787,Infrastructure,Ampli1,,,-21,0.7,
1624457787,Infrastructure,Ampli4,,,-22.9,0.7,
1624457787,Infrastructure,Ampli2,,,-15.5,0.4,
1624457784,Devices,SPO1/18/11,2.31E-08,38.6,,,
1624457784,Infrastructure,Ampli3,,,-16.7,0.8,
1624457787,Devices,SPO1/18/11,2.23E-08,38.6,,,
1624457787,Devices,SPO2/18/11,3.2E-07,24.9,,,
1624457787,Infrastructure,Ampli3,,,-16.7,0.8,
1624457790,Infrastructure,Ampli1,,,-21,0.7,
1624457790,Devices,SPO2/18/11,3.17E-07,25,,,
1624457791,Infrastructure,Ampli4,,,-22.9,0.7,
1624457791,Infrastructure,Ampli2,,,-15.5,0.4,
1624457790,Devices,SPO1/18/11,2.25E-08,38.6,,,
1624457790,Infrastructure,Ampli3,,,-16.7,0.8,
1624457794,Infrastructure,Ampli4,,,-22.9,0.7,
1624457794,Devices,SPO2/18/11,3.12E-07,25,,,
1624457794,Infrastructure,Ampli3,,,-16.7,0.8,
1624457794,Devices,SPO1/18/11,2.18E-08,38.6,,,
1624457797,Devices,SPO2/18/11,3.15E-07,24.9,,,
1624457797,Devices,SPO1/18/11,2.22E-08,38.6,,,
1624457797,Infrastructure,Ampli3,,,-16.7,0.8,
1624457794,Infrastructure,Ampli1,,,-21,0.7,
1624457794,Infrastructure,Ampli2,,,-15.5,0.4,
1624457797,Infrastructure,Ampli1,,,-21,0.7,
1624457797,Infrastructure,Ampli4,,,-22.9,0.7,
1624457797,Infrastructure,Ampli2,,,-15.5,0.4,
1624457800,Devices,SPO2/18/11,3.15E-07,25,,,
1624457800,Infrastructure,Ampli1,,,-21,0.7,
1624457800,Infrastructure,Ampli4,,,-22.9,0.7,
1624457800,Infrastructure,Ampli2,,,-15.5,0.4,
1624457800,Devices,SPO1/18/11,2.19E-08,38.5,,,
1624457800,Infrastructure,Ampli3,,,-16.7,0.8,
1624457803,Infrastructure,Ampli1,,,-21,0.7,
1624457803,Devices,SPO2/18/11,3.18E-07,24.9,,,
1624457803,Devices,SPO1/18/11,2.18E-08,38.6,,,
1624457803,Infrastructure,Ampli3,,,-16.7,0.8,
1624457807,Devices,SPO2/18/11,3.15E-07,25,,,
